Upper West,Lambussie,Billaw Health Centre,Health Centre,Billaw,Government,10.92125,-2.68208
Upper West,Jirapa,Duori Health Centre,Health Centre,Duori,Government,10.59387,-2.78433
Upper West,Jirapa,Hain Health Centre,Health Centre,Hain,Government,10.69209,-2.43668
Upper West,Lambussie,Hamile Health Centre,Health Centre,Hamile,Government,10.99267,-2.73559
Upper West,Lambussie,Kanyiri Maternity Home,Maternity Home,Hamile,Private,10.99494,-2.73306
Upper West,Jirapa,St. Joseph's Hospital,District Hospital,Jirapa,CHAG,10.53334,-2.69916
Upper West,Jirapa,Jirapa District Health Directorate,District Health Directorate,Jirapa,Government,10.5249,-2.69855
Upper West,Lambussie,Karni Health Centre,Health Centre,Karni,Government,10.67039,-2.63989
Upper West,Lambussie,Lambussie Health Centre,Health Centre,Lambussie,Government,10.84665,-2.70396
Upper West,Lambussie,Piina Health Centre,Health Centre,Piina,CHAG,10.83587,-2.6414
Upper West,Jirapa,Sabuli Health Centre,Health Centre,Sabuli,CHAG,10.5721,-2.51892
Upper West,Lambussie,Samoa Health Centre,Health Centre,Samoa,Government,10.83063,-2.56044
Upper West,Lambussie,Dahile CHPS,CHPS,Dahile,Government,10.57299,-2.44459
Upper West,Jirapa,Tampaala CHPS,CHPS,Tampaala,Government,10.48192,-2.65036
Upper West,Jirapa,Tuggo Health Centre,Health Centre,Tuggo,Government,10.51098,-2.80053
Upper West,Jirapa,Ullo Health Centre,Health Centre,Ullo,Government,10.6926,-2.55772
Upper West,Jirapa,Yagha Health Centre,Health Centre,Yagha,Government,10.480583,-2.790083
Upper West,Lawra,Babile Health Centre,Health Centre,Babile,Government,10.52417,-2.8465
Upper West,Lawra,Baseble Health Centre,Health Centre,Segru,Government,10.80436,-2.80187
Upper West,Lawra,Domwine Health Centre,Health Centre,Domwine,Government,10.63893,-2.74379
Upper West,Lawra,Eremon Health Centre,Health Centre,Eremon,Government,10.63893,-2.74379
Upper West,Lawra,Gengenkpe Health Centre,Health Centre,Gengenkpe,Government,10.8222,-2.85046
Upper West,Lawra,Gbieri CHPS,CHPS,Gbieri,Government,10.62186,-2.89917
Upper West,Lawra,Lawra RCH,RCH,Lawra,Government,10.64336,-2.88902
Upper West,Lawra,Lawra District Health Directorate,District Health Directorate,Lawra,Government,10.64202,-2.88784
Upper West,Lawra,Lawra District Hospital,District Hospital,Lawra,Government,10.64202,-2.88784
Upper West,Lawra,Nandom Hospital,Hospital,Konyugang,CHAG,10.83872,-2.7722
Upper West,Lawra,Good Shepherd Maternity Home,Maternity Home,Nandom residential ar,Private,10.85498,-2.75622
Upper West,Lawra,Nandom RCH,RCH,Konyugang,Government,10.83895,-2.77391
Upper West,Lawra,Ketuo Health Centre,Health Centre,Ketuo,Government,10.90453,-2.79764
Upper West,Lawra,Nanyaari CHPS,CHPS,Nanyaari,Government,10.64074,-2.8536
Upper West,Lawra,Ko Health Centre,Health Centre,Ko,CHAG,10.78969,-2.72994
Upper West,Nadowli,Kamahegu CHPS,CHPS,Kamahegu,Government,10.49047,-2.49141
Upper West,Nadowli,Bussie Health Centre,Health Centre,Bussie,Government,10.49066,-2.50068
Upper West,Nadowli,Charikpong Health Centre,Health Centre,Gabilee,Government,10.35723,-2.78414
Upper West,Nadowli,Daffiama Health Centre,Health Centre,Chekali,Government,10.4238,-2.56187
Upper West,Nadowli,Dapuori Health Centre,Health Centre,Dapuori,Government,10.87584,-2.6527
Upper West,Nadowli,Fian Health Centre,Health Centre,Fian,Government,10.38618,-2.46862
Upper West,Nadowli,Naro CHPS,CHPS,Naro,Government,10.31828,-2.46513
Upper West,Nadowli,Issa Health Centre,Health Centre,Issa,Government,10.38425,-2.32807
Upper West,Nadowli,Jang Health Centre,Health Centre,Jang,Government,10.19736,-2.45978
Upper West,Nadowli,Kaleo Health Centre,Health Centre,Kaleo,CHAG,10.17137,-2.54686
Upper West,Nadowli,Sankana CHPS,CHPS,Sankana,Government,10.19884,-2.59114
Upper West,Nadowli,Ahmadiya Mission Hospital,Hospital,Kaleo,Islamic,10.1697,-2.54172
Upper West,Nadowli,Kojokpere Health Centre,Health Centre,Kojokpere,Government,10.36052,-2.23234
Upper West,Nadowli,Goli CHPS,CHPS,Goli,Government,10.30059,-2.62405
Upper West,Nadowli,Nadowli District  Hospital,District Hospital,Nadowli,Government,10.36238,-2.65785
