Northern,Bole,Bamboi Health Centre,Health Centre,Bamboi,Government,8.16514,-2.03238
Northern,Bole,Jama Health Centre,Health Centre,Jama,Government,8.29998,-2.18507
Northern,Bole,Catholic PHC,Health Centre,Bole,CHAG,9.03223,-2.48661
Northern,Bole,Bole Hospital,District Hospital,Bole,Government,9.0276,-2.49736
Northern,Bole,Bole District Health Directorate,District Health Directorate,Bole,Government,9.02768,-2.49669
Northern,Bole,Tinga Health Centre,Health Centre,Tinga,Government,8.58131,-2.22444
Northern,Bole,Banda-Nkwanta CHPS,CHPS,Banda-Nkwanta,Government,8.35314,-2.13659
Northern,Bole,Mandari Health Centre,Health Centre,Mandari,Government,9.02344,-2.57767
Northern,Bunkpurugu-Yunyuo,Yunyoo  Health Centre,Health Centre,Yunyoo,Government,10.48094,-0.01575
Northern,Bunkpurugu-Yunyuo,Bunkpurugu  Health Centre,Health Centre,Bunkpurugu,Government,10.52235,-0.08894
Northern,Bunkpurugu-Yunyuo,Bunkpurugu-Yunyuo District Health Directorate,District Health Directorate,Bunkpurugu,Government,10.52235,-0.08894
Northern,Bunkpurugu-Yunyuo,Rabito Clinic,Clinic,Bunkpurugu,Private,10.52235,-0.08894
Northern,Bunkpurugu-Yunyuo,Jimbale Health Centre,Health Centre,Gimbale,Government,10.45524,-0.01124
Northern,Bunkpurugu-Yunyuo,Binde  Rural  Hospital,Hospital,Binde,CHAG,10.56562,-0.02876
Northern,Bunkpurugu-Yunyuo,Nakpanduri  Health Centre,Health Centre,Nakpanduri,CHAG,10.63501,-0.17942
Northern,Bunkpurugu-Yunyuo,Nasuan  Health Centre,Health Centre,Nasuan,Government,10.51322,-0.16578
Northern,Central Gonja,Tina's Maternity Home,Maternity Home,Buipe,Private,8.76973,-1.45284
Northern,Central Gonja,Buipe Health Centre,Health Centre,Buipe,Government,8.78374,-1.46939
Northern,Central Gonja,Central Gonja District Health Directorate,District Health Directorate,Buipe,Government,8.78355,-1.46931
Northern,Central Gonja,Kusawgu Health Centre,Health Centre,Kusawgu,CHAG,9.19881,-1.05046
Northern,Central Gonja,Sankpala CHPS,CHPS,Sankpala,Government,9.26426,-1.00502
Northern,Central Gonja,Mpaha Health Centre,Health Centre,Mpaha,Government,8.74581,-1.11387
Northern,Central Gonja,Tuluwe Health Centre,Health Centre,Tuluwe,Government,8.71256,-0.93153
Northern,Central Gonja,Yapei Health Centre,Health Centre,Yapei,Government,9.14325,-1.1547
Northern,East Gonja,Abromase Health Centre,Health Centre,Abromase,Government,8.46421,-1.01615
Northern,East Gonja,Buma Health Centre,Health Centre,Buma,Government,8.29827,-0.85536
Northern,East Gonja,FAME Health Centre,Health Centre,Ekumde,Government,8.46489,-0.20386
Northern,East Gonja,Jantong CHPS,CHPS,Jantong,Government,9.23357,-0.40115
Northern,East Gonja,Kpalbe Health Centre,Health Centre,Kpalbe,Government,9.11986,-0.55531
Northern,East Gonja,Blajai E.P. Health Centre,Health Centre,Blajai,CHAG,8.37564,0.10165
Northern,East Gonja,Kitare  Health Centre,Health Centre,Kitare,Government,8.26244,-0.18055
Northern,East Gonja,Oti River Hospital,Hospital,Nkanchina,Government,8.4505,-0.07582
Northern,East Gonja,Kpandai Health Centre,Health Centre,Kpandai,Government,8.46327,0.00606
Northern,East Gonja,WEC Health Centre,Health Centre,Kpandai,Government,8.45768,0.01228
Northern,East Gonja,Lonto Health Centre,Health Centre,Lonton,Government,8.20497,-0.4063
Northern,East Gonja,Loloto Health Centre,Health Centre,Loloto,CHAG,8.36555,-0.40301
Northern,East Gonja,Gulbi  Quarters Health Centre,Health Centre,Gulbi Quarters,Government,8.25975,-0.23938
Northern,East Gonja,Sabojida Health Centre,Health Centre,Sabonjida,Government,8.31204,-0.30621
Northern,East Gonja,Bunjai CHPS,CHPS,Bunjai,Government,8.73741,-0.50597
Northern,East Gonja,Makango Health Centre,Health Centre,Makango,CHAG,8.32421,-0.61921
Northern,East Gonja,Salaga  Hospital,District Hospital,Salaga,Government,8.55733,-0.51437
Northern,East Gonja,East Gonja District Health Directorate,District Health Directorate,Salaga,Government,8.55653,-0.51267
