Eastern,Kwahu North,Amankwah RCH,RCH,Amankwah,Government,7.05265,-0.08252
Eastern,Kwahu North,Samanhyia CHPS,CHPS,Samanhyia,Government,6.99057,-0.16728
Eastern,Kwahu North,Memchemfre CHPS,CHPS,Donkorkrom,Government,6.933,-0.02507
Eastern,Kwahu North,Donkorkrom Presby Hospital,District Hospital,Donkorkrom,CHAG,7.04888,-0.07725
Eastern,Kwahu North,Ekye Health Centre,Health Centre,Ekye Amanfram,Government,6.75602,-0.50408
Eastern,Kwahu North,Kwasi Fante Health Centre,Health Centre,Kwasi Fante,CHAG,7.03088,-0.48919
Eastern,Kwahu North,Maame Krobo CHPS,CHPS,Maame Krobo,Government,6.95264,-0.43709
Eastern,Kwahu North,Tease Health Centre,Health Centre,Tease,CHAG,6.93586,-0.25254
Eastern,Kwahu North,Fofori Community Clinic,Clinic,Forifori,Government,6.83016,-0.15398
Eastern,Akwapim North,Abiriw Clinic,Clinic,Abiriw,Government,5.979867,-0.089267
Eastern,Akwapim North,Kwamoso RCH,RCH,Kwamoso,Government,5.96086,-0.14825
Eastern,Akwapim North,The Voice Maternity Clinic,Clinic,Konko,Private,6.02668,-0.19738
Eastern,Akwapim North,Adawso Health Centre,Health Centre,Adawso,Government,5.94825,-0.21067
Eastern,Akwapim North,Nyarkoa Memorial Maternity Home,Maternity Home,Okorase,Private,6.0887,-0.26166
Eastern,Akwapim North,Semehyia Maternity Home,Maternity Home,Adwaso,Private,5.9492,-0.21217
Eastern,Akwapim North,Tadankro CHPS,CHPS,Tadankro,Government,5.91265,-0.19193
Eastern,Akwapim North,Adukrom Health Centre,Health Centre,Adukrom,Government,6.00807,-0.08046
Eastern,Akwapim North,Akropong Health Centre,Health Centre,Akropong,Government,5.98148,-0.0779
Eastern,Akwapim North,Aseseso RCH,RCH,Aseseso,Government,6.01045,-0.05167
Eastern,Akwapim North,Obosomase RCH,RCH,Obosonmase,Government,5.87404,-0.15763
Eastern,Akwapim North,Larteh Health Centre,Health Centre,Larteh,Government,5.93509,-0.07314
Eastern,Akwapim North,Private Maternity Home,Maternity Home,Mampong,Private,5.90735,-0.14371
Eastern,Akwapim North,School Of Death Mampong,Clinic,Mampong,Quasi-Government,5.90144,-0.14481
Eastern,Akwapim North,Reprocare RCH,RCH,Mampong,Government,5.91915,-0.13412
Eastern,Akwapim North,Tetteh Quarshie Memorial Hospital,District Hospital,Mampong,Government,5.92163,-0.13319
Eastern,Akwapim North,Plant Medicine (CSRPM),Research Institution,Mampong,Government,5.91795,-0.1343
Eastern,Akwapim North,Mangoase RCH,RCH,Mangoase,Government,5.95274,-0.2851
Eastern,Akwapim North,Mangoase Health Centre,Health Centre,Mangoase,Government,5.9524,-0.28489
Eastern,Akwapim North,Twum Guaso CHPS,CHPS,Twum Guaso,Government,6.04426,-0.16591
Eastern,Akwapim North,Amanfro RCH,RCH,Amanfro,Government,6.10868,-0.10677
Eastern,Akwapim North,Nanabanyin CHPS,CHPS,Nanabanyin,Government,6.06602,-0.19906
Eastern,Akwapim North,Okrakwadwo Health Centre,Health Centre,Okrakwadwo,Government,6.10866,-0.10573
